sentencePrep,label
"shopping lor them raining mah hard 2 leave orchard
",0
"i know a few people i can hit up and fuck to the yes
",0
"thank you do you generally date the brothas
",0
"sry dajst nw only i came to home
",0
"cold dont be sad dear
",0
"pls send me a comprehensive mail about who im paying when and how much
",0
"my battery is low babe
",0
"dont know supports ass and srt i thnk i think ps3 can play through usb too
",0
"he is impossible to argue with and he always treats me like his sub like he never released me  which he did and i will remind him of that if necessary
",0
"me fineabsolutly fine
",0
"awesome plan to get here any time after like  ltgt  ill text you details in a wee bit
",0
"how i noe shes in da car now later then c lar im wearing shorts
",0
"it means u could not keep ur words
",0
"have a nice day my dear
",0
"isnt frnd a necesity in life imagine urself witout a frnd hwd u feel at ur colleg watll u do wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u 4wrd it to all those dearloving frnds wthout whom u cant live i jst did it takecare goodmorning
",0
"summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804
",1
"hey r ü still online ive finished the formatting
",0
"why is that princess i bet the brothas are all chasing you
",0
"wishing you and your family merry x mas and happy new year in advance
",0
"where are you lover  i need you 
",0
"hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no
",0
"in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj
",0
"ok there may be a free gym about
",0
"lol now im after that hot air balloon
",0
"take something for pain if it moves however to any side in the next 6hrs see a doctor
",0
"good good job i like entrepreneurs
",0
"i dont think i can get away for a trek that long with family in town sorry
",0
"yeah i got a list with only u and joanna if im feeling really anti social
",0
"each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find them all todaygood morning
",0
"i am not sure about night menu   i know only about noon menu
",0
"hi peteynoim ok just wanted 2 chat coz avent spoken 2 u 4 a long timehope ur doin alritehave good nit at js love ya amx
",0
"can you plz tell me the ans bslvyl sent via fullonsmscom
",0
"im stuck in da middle of da row on da right hand side of da lt 
",0
"free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tones are 3x£150pw to e£nd txt stop
",1
"get your garden ready for summer with a free selection of summer bulbs and seeds worth £3350 only with the scotsman this saturday to stop go2 notxtcouk
",1
"bill as in are there any letters for me i’m expecting one from orange that isn’t a bill but may still say orange on it
",0
"come to medical college at 7pm forward it da
",0
"going to join tomorrow
",0
"im not coming over do whatever you want
",0
"i will be gentle baby soon you will be taking all  ltgt  inches deep inside your tight pussy
",0
"but you dint in touch with me
",0
"congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
",1
"i am in officewhats the mattermsg me nowi will call you at break
",0
"thanks da thangam i feel very very happy dear i also miss you da
",0
"hi darlin im missin u hope you are having a good time when are u back and what time if u can give me a call at home jess xx
",0
"money you r a lucky winner  2 claim your prize text money 2 88600 over £1million to give away  ppt150x3normal text rate box403 w1t1jy
",1
"yo yo yo byatch whassup
",0
"wishing you a beautiful day each moment revealing even more things to keep you smiling do enjoy it
",0
" im  on the snowboarding trip i was wondering if your planning to get everyone together befor we goa meet and greet kind of affair cheers 
",0
"i walked an hour 2 c u doesnt that show i care y wont u believe im serious
",0
"cool do you like swimming i have a pool and jacuzzi at my house
",0
"its normally hot mail com you see
",0
"pls send me your address sir
",0
"i wonder how you got online my love  had you gone to the net cafe  did you get your phone recharged  were you on a friends net  i think of you boytoy
",0
"k ill call you when im close
",0
"haha my friend tyler literally just asked if you could get him a dubsack
",0
"havent seen my facebook huh lol
",0
"best msg its hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night 
",0
"and now electricity just went out fml
",0
"sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs 150p inc vat 2 cancel text stop
",1
"no gifts you trying to get me to throw myself off a cliff or something
",0
"nothing splwat abt u and whr ru
",0
"wishing you a wonderful week
",0
"i always chat with you in fact i need money can you raise me
",0
"just got some gas money any chance you and the gang want to go on a grand nature adventure
",0
"im leaving my house now
",0
"thanks chikku gud nyt
",0
"there generally isnt one its an uncountable noun  u in the dictionary pieces of research
",0
"well obviously not because all the people in my cool college life went home 
",0
"cds 4u congratulations ur awarded £500 of cd gift vouchers or £125 gift guaranteed  freeentry 2 £100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16 
",1
"you busy or can i come by at some point and figure out what were doing tomorrow
",0
"im in inside officestill filling formsdon know when they leave me
",0
"dear voucher holder to claim this weeks offer at your pc please go to httpwwwwtlpcouktext tscs apply
",1
"sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv
",1
"i am getting threats from your sales executive shifad as i raised complaint against him its an official message
",0
"ill call you evening ill some ideas
",0
"sorry im getting up now feel really bad totally rejected that kinda me thing
",0
"nothing just getting msgs by dis name wit different nos
",0
"ya srsly better than yi tho
",0
"did he just say somebody is named tampa
",0
"haiyoh maybe your hamster was jealous of million
",0
"what is the plural of the noun research
",0
"we left already we at orchard now
",0
"also andros ice etc etc
",0
"it vl bcum more difficult
",0
"okie but i scared u say i fat then u dun wan me already
",0
"were finally ready fyi
",0
"but i dint slept in afternoon
",0
"hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausagelove jen xxx
",0
"noi got rumour that you going to buy apartment in chennai
",0
"i dont know why shes not getting your messages
",0
"spjanuary male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin
",1
"you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone
",0
"here is my new address applespairsall that malarky
",0
"so gd got free ice cream i oso wan
",0
"am i that much bad to avoid like this
",0
"i called and said all to himthen he have to choose this future
",0
"honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out
",0
"cos daddy arranging time c wat time fetch ü mah
",0
"let me know how it changes in the next 6hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in 6hrs
",0
"update your face book status frequently 
",0
"we not watching movie already xy wants 2 shop so im shopping w her now
",0
"doing nothing then u not having dinner w us
",0
"speak only when you feel your words are better than the silence gud mrng
",0
"i dont quite know what to do i still cant get hold of anyone i cud pick you up bout 730pm and we can see if theyre in the pub
",0
"hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x
",0
"ic there are a lotta childporn cars then
",0
